,your_best(red)
,<Average Winning Rate>
your_base1,1.0
your_base2,0.9
your_base3,-0.0
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.725
,<Average Scores>
your_base1,2.4
your_base2,7.5
your_base3,0.0
baesline,3.3
Avg_Score,3.3
